event_id,season_name,census_date_start,census_date_end,census_days,surveyed_pst,research_program
185,1997/98,1997-12-10,1997-12-10,1,FALSE,INACH
186,1997/98,1997-12-18,1997-12-18,1,FALSE,INACH
187,1997/98,1997-12-24,1997-12-24,1,FALSE,INACH
188,1997/98,1998-01-01,1998-01-01,1,FALSE,INACH
189,1997/98,1998-01-08,1998-01-08,1,FALSE,INACH
190,1997/98,1998-01-16,1998-01-16,1,FALSE,INACH
191,1997/98,1998-01-22,1998-01-22,1,FALSE,INACH
192,1997/98,1998-01-29,1998-01-29,1,FALSE,INACH
193,1998/99,1998-12-10,1998-12-10,1,FALSE,INACH
194,1998/99,1998-12-17,1998-12-17,1,FALSE,INACH
195,1998/99,1998-12-24,1998-12-24,1,FALSE,INACH
196,1998/99,1999-01-02,1999-01-02,1,FALSE,INACH
197,1998/99,1999-01-07,1999-01-07,1,FALSE,INACH
198,1998/99,1999-01-14,1999-01-14,1,FALSE,INACH
199,1998/99,1999-01-21,1999-01-21,1,FALSE,INACH
200,1998/99,1999-01-28,1999-01-28,1,FALSE,INACH
201,1998/99,1999-02-04,1999-02-04,1,FALSE,INACH
202,1998/99,1999-02-11,1999-02-11,1,FALSE,INACH
203,1998/99,1999-02-18,1999-02-18,1,FALSE,INACH
204,1999/00,1999-12-06,1999-12-06,1,FALSE,INACH
205,1999/00,1999-12-13,1999-12-13,1,FALSE,INACH
206,1999/00,1999-12-20,1999-12-20,1,FALSE,INACH
207,1999/00,1999-12-27,1999-12-27,1,FALSE,INACH
208,1999/00,2000-01-03,2000-01-03,1,FALSE,INACH
209,1999/00,2000-01-10,2000-01-10,1,FALSE,INACH
210,1999/00,2000-01-18,2000-01-18,1,FALSE,INACH
211,1999/00,2000-01-24,2000-01-24,1,FALSE,INACH
212,1999/00,2000-01-31,2000-01-31,1,FALSE,INACH
213,1999/00,2000-02-07,2000-02-07,1,FALSE,INACH
214,1999/00,2000-02-14,2000-02-14,1,FALSE,INACH
215,2000/01,2000-11-24,2000-11-24,1,FALSE,INACH
216,2000/01,2000-12-01,2000-12-01,1,FALSE,INACH
217,2000/01,2000-12-08,2000-12-08,1,FALSE,INACH
218,2000/01,2000-12-15,2000-12-15,1,FALSE,INACH
219,2000/01,2000-12-22,2000-12-23,2,FALSE,INACH
220,2000/01,2000-12-29,2000-12-29,1,FALSE,INACH
221,2000/01,2001-01-05,2001-01-05,1,FALSE,INACH
222,2000/01,2001-01-12,2001-01-12,1,FALSE,INACH
223,2000/01,2001-01-19,2001-01-19,1,FALSE,INACH
224,2000/01,2001-01-26,2001-01-26,1,FALSE,INACH
225,2000/01,2001-02-03,2001-02-03,1,FALSE,INACH
226,2000/01,2001-02-09,2001-02-09,1,FALSE,INACH
227,2000/01,2001-02-17,2001-02-17,1,FALSE,INACH
228,2001/02,2001-12-08,2001-12-08,1,FALSE,INACH
229,2001/02,2001-12-15,2001-12-16,2,FALSE,INACH
230,2001/02,2001-12-22,2001-12-22,1,FALSE,INACH
231,2001/02,2001-12-28,2001-12-28,1,FALSE,INACH
232,2001/02,2002-01-05,2002-01-05,1,FALSE,INACH
233,2001/02,2002-01-12,2002-01-12,1,FALSE,INACH
234,2001/02,2002-01-19,2002-01-19,1,FALSE,INACH
235,2001/02,2002-01-26,2002-01-26,1,FALSE,INACH
236,2001/02,2002-02-02,2002-02-02,1,FALSE,INACH
237,2001/02,2002-02-09,2002-02-09,1,FALSE,INACH
238,2001/02,2002-02-16,2002-02-16,1,FALSE,INACH
239,2001/02,2002-02-23,2002-02-23,1,FALSE,INACH
240,2002/03,2002-11-07,2002-11-07,1,FALSE,INACH
241,2002/03,2002-11-10,2002-11-10,1,FALSE,INACH
242,2002/03,2002-11-16,2002-11-16,1,FALSE,INACH
243,2002/03,2002-11-23,2002-11-23,1,FALSE,INACH
244,2002/03,2002-11-30,2002-11-30,1,FALSE,INACH
245,2002/03,2002-12-07,2002-12-07,1,FALSE,INACH
246,2002/03,2002-12-14,2002-12-14,1,FALSE,INACH
247,2002/03,2002-12-21,2002-12-21,1,FALSE,INACH
248,2002/03,2002-12-28,2002-12-28,1,FALSE,INACH
249,2002/03,2003-01-04,2003-01-04,1,FALSE,INACH
250,2003/04,2003-12-28,2003-12-28,1,FALSE,INACH
251,2003/04,2004-01-06,2004-01-06,1,FALSE,INACH
252,2003/04,2004-01-11,2004-01-11,1,FALSE,INACH
253,2003/04,2004-01-18,2004-01-18,1,FALSE,INACH
254,2003/04,2004-01-26,2004-01-26,1,FALSE,INACH
255,2003/04,2004-02-02,2004-02-02,1,FALSE,INACH
256,2003/04,2004-02-08,2004-02-08,1,FALSE,INACH
257,2003/04,2004-02-16,2004-02-16,1,FALSE,INACH
258,2004/05,2004-12-19,2004-12-19,1,FALSE,INACH
259,2004/05,2004-12-26,2004-12-26,1,FALSE,INACH
260,2004/05,2005-01-02,2005-01-02,1,FALSE,INACH
261,2004/05,2005-01-11,2005-01-11,1,FALSE,INACH
262,2004/05,2005-01-17,2005-01-17,1,FALSE,INACH
263,2004/05,2005-01-23,2005-01-23,1,FALSE,INACH
264,2004/05,2005-01-30,2005-01-30,1,FALSE,INACH
265,2004/05,2005-02-08,2005-02-08,1,FALSE,INACH
266,2004/05,2005-02-16,2005-02-16,1,FALSE,INACH
267,2004/05,2005-02-24,2005-02-24,1,FALSE,INACH
268,2004/05,2005-03-02,2005-03-02,1,FALSE,INACH
269,2005/06,2005-12-27,2005-12-27,1,FALSE,INACH
270,2005/06,2006-01-03,2006-01-03,1,FALSE,INACH
271,2005/06,2006-01-10,2006-01-10,1,FALSE,INACH
272,2005/06,2006-01-18,2006-01-18,1,FALSE,INACH
273,2005/06,2006-01-24,2006-01-24,1,FALSE,INACH
274,2005/06,2006-01-31,2006-01-31,1,FALSE,INACH
275,2005/06,2006-02-07,2006-02-07,1,FALSE,INACH
276,2005/06,2006-02-15,2006-02-15,1,FALSE,INACH
277,2006/07,2006-12-05,2006-12-05,1,FALSE,INACH
278,2006/07,2006-12-14,2006-12-14,1,FALSE,INACH
279,2006/07,2006-12-21,2006-12-21,1,FALSE,INACH
280,2006/07,2006-12-28,2006-12-28,1,FALSE,INACH
281,2006/07,2007-01-04,2007-01-04,1,FALSE,INACH
282,2006/07,2007-01-11,2007-01-11,1,FALSE,INACH
283,2006/07,2007-01-18,2007-01-18,1,FALSE,INACH
284,2006/07,2007-01-25,2007-01-25,1,FALSE,INACH
149,2009/10,2009-10-23,2009-10-24,2,TRUE,USAMLR
150,2009/10,2009-11-01,2009-11-01,1,TRUE,USAMLR
151,2009/10,2009-11-08,2009-11-08,1,TRUE,USAMLR
152,2009/10,2009-11-14,2009-11-14,1,TRUE,USAMLR
153,2009/10,2009-11-21,2009-11-21,1,TRUE,USAMLR
154,2009/10,2009-11-28,2009-11-28,1,TRUE,USAMLR
155,2009/10,2009-12-05,2009-12-05,1,TRUE,USAMLR
156,2009/10,2009-12-12,2009-12-12,1,TRUE,USAMLR
157,2009/10,2009-12-19,2009-12-19,1,TRUE,USAMLR
158,2009/10,2009-12-27,2009-12-28,2,TRUE,USAMLR
159,2009/10,2010-01-04,2010-01-04,1,TRUE,USAMLR
160,2009/10,2010-01-11,2010-01-11,1,TRUE,USAMLR
161,2009/10,2010-01-19,2010-01-19,1,TRUE,USAMLR
162,2009/10,2010-01-26,2010-01-26,1,TRUE,USAMLR
163,2009/10,2010-02-02,2010-02-02,1,TRUE,USAMLR
164,2009/10,2010-02-09,2010-02-09,1,TRUE,USAMLR
165,2009/10,2010-02-16,2010-02-16,1,TRUE,USAMLR
166,2009/10,2010-02-23,2010-02-23,1,TRUE,USAMLR
167,2010/11,2010-11-10,2010-11-10,1,TRUE,USAMLR
168,2010/11,2010-11-18,2010-11-18,1,TRUE,USAMLR
169,2010/11,2010-11-24,2010-11-24,1,TRUE,USAMLR
170,2010/11,2010-12-03,2010-12-04,2,FALSE,USAMLR
171,2010/11,2010-12-18,2010-12-18,1,FALSE,USAMLR
172,2010/11,2010-12-28,2010-12-30,3,TRUE,USAMLR
173,2010/11,2011-01-07,2011-01-07,1,TRUE,USAMLR
174,2010/11,2011-01-15,2011-01-15,1,FALSE,USAMLR
1,2011/12,2011-11-23,2011-11-23,1,TRUE,USAMLR
2,2011/12,2011-12-01,2011-12-01,1,TRUE,USAMLR
3,2011/12,2011-12-09,2011-12-09,1,TRUE,USAMLR
4,2011/12,2011-12-17,2011-12-17,1,TRUE,USAMLR
5,2011/12,2011-12-23,2011-12-23,1,TRUE,USAMLR
6,2011/12,2011-12-30,2011-12-30,1,TRUE,USAMLR
7,2011/12,2012-01-06,2012-01-06,1,TRUE,USAMLR
8,2011/12,2012-01-13,2012-01-13,1,TRUE,USAMLR
9,2011/12,2012-01-20,2012-01-20,1,FALSE,USAMLR
10,2011/12,2012-01-27,2012-01-28,2,TRUE,USAMLR
11,2011/12,2012-02-04,2012-02-04,1,TRUE,USAMLR
12,2011/12,2012-02-10,2012-02-10,1,TRUE,USAMLR
13,2011/12,2012-02-17,2012-02-17,1,FALSE,USAMLR
14,2011/12,2012-02-24,2012-02-24,1,TRUE,USAMLR
15,2012/13,2012-11-16,2012-11-16,1,TRUE,USAMLR
16,2012/13,2012-11-23,2012-11-23,1,TRUE,USAMLR
17,2012/13,2012-11-30,2012-11-30,1,TRUE,USAMLR
18,2012/13,2012-12-07,2012-12-07,1,TRUE,USAMLR
19,2012/13,2012-12-14,2012-12-14,1,TRUE,USAMLR
20,2012/13,2012-12-20,2012-12-21,2,TRUE,USAMLR
21,2012/13,2012-12-28,2012-12-28,1,TRUE,USAMLR
22,2012/13,2013-01-04,2013-01-04,1,TRUE,USAMLR
23,2012/13,2013-01-11,2013-01-11,1,TRUE,USAMLR
24,2012/13,2013-01-18,2013-01-18,1,TRUE,USAMLR
25,2012/13,2013-01-25,2013-01-25,1,TRUE,USAMLR
26,2012/13,2013-02-01,2013-02-01,1,TRUE,USAMLR
27,2012/13,2013-02-08,2013-02-08,1,TRUE,USAMLR
28,2012/13,2013-02-15,2013-02-15,1,TRUE,USAMLR
29,2012/13,2013-02-22,2013-02-22,1,TRUE,USAMLR
30,2013/14,2013-11-08,2013-11-08,1,TRUE,USAMLR
31,2013/14,2013-11-15,2013-11-15,1,TRUE,USAMLR
32,2013/14,2013-11-22,2013-11-22,1,TRUE,USAMLR
33,2013/14,2013-11-28,2013-11-28,1,TRUE,USAMLR
34,2013/14,2013-12-15,2013-12-15,1,TRUE,USAMLR
35,2013/14,2013-12-19,2013-12-20,2,TRUE,USAMLR
36,2013/14,2013-12-27,2013-12-27,1,TRUE,USAMLR
37,2013/14,2014-01-03,2014-01-04,2,TRUE,USAMLR
38,2013/14,2014-01-10,2014-01-10,1,TRUE,USAMLR
39,2013/14,2014-01-17,2014-01-17,1,TRUE,USAMLR
40,2013/14,2014-01-24,2014-01-24,1,TRUE,USAMLR
41,2013/14,2014-01-31,2014-01-31,1,TRUE,USAMLR
42,2013/14,2014-02-07,2014-02-07,1,TRUE,USAMLR
43,2013/14,2014-02-14,2014-02-14,1,TRUE,USAMLR
44,2013/14,2014-02-22,2014-02-22,1,TRUE,USAMLR
45,2013/14,2014-03-01,2014-03-01,1,TRUE,USAMLR
46,2014/15,2014-11-08,2014-11-08,1,TRUE,USAMLR
47,2014/15,2014-11-14,2014-11-14,1,TRUE,USAMLR
48,2014/15,2014-11-21,2014-11-21,1,TRUE,USAMLR
49,2014/15,2014-11-29,2014-11-29,1,TRUE,USAMLR
50,2014/15,2014-12-05,2014-12-06,2,TRUE,USAMLR
51,2014/15,2014-12-13,2014-12-13,1,TRUE,USAMLR
52,2014/15,2014-12-19,2014-12-19,1,TRUE,USAMLR
53,2014/15,2014-12-26,2014-12-26,1,TRUE,USAMLR
54,2014/15,2015-01-02,2015-01-02,1,TRUE,USAMLR
55,2014/15,2015-01-09,2015-01-09,1,TRUE,USAMLR
56,2014/15,2015-01-16,2015-01-16,1,TRUE,USAMLR
57,2014/15,2015-01-23,2015-01-23,1,TRUE,USAMLR
58,2014/15,2015-01-30,2015-01-30,1,TRUE,USAMLR
59,2014/15,2015-02-06,2015-02-06,1,TRUE,USAMLR
60,2014/15,2015-02-13,2015-02-13,1,TRUE,USAMLR
61,2014/15,2015-02-20,2015-02-20,1,TRUE,USAMLR
62,2014/15,2015-02-27,2015-02-27,1,TRUE,USAMLR
63,2015/16,2015-10-31,2015-10-31,1,TRUE,USAMLR
64,2015/16,2015-11-05,2015-11-05,1,TRUE,USAMLR
65,2015/16,2015-11-13,2015-11-13,1,TRUE,USAMLR
66,2015/16,2015-11-20,2015-11-20,1,TRUE,USAMLR
67,2015/16,2015-11-27,2015-11-27,1,TRUE,USAMLR
68,2015/16,2015-12-04,2015-12-04,1,TRUE,USAMLR
69,2015/16,2015-12-11,2015-12-11,1,TRUE,USAMLR
70,2015/16,2015-12-18,2015-12-18,1,TRUE,USAMLR
71,2015/16,2015-12-25,2015-12-25,1,TRUE,USAMLR
72,2015/16,2016-01-01,2016-01-01,1,TRUE,USAMLR
73,2015/16,2016-01-09,2016-01-09,1,TRUE,USAMLR
74,2015/16,2016-01-15,2016-01-15,1,TRUE,USAMLR
75,2015/16,2016-01-22,2016-01-22,1,TRUE,USAMLR
76,2015/16,2016-01-29,2016-01-29,1,TRUE,USAMLR
77,2015/16,2016-02-05,2016-02-05,1,TRUE,USAMLR
78,2015/16,2016-02-12,2016-02-12,1,TRUE,USAMLR
79,2015/16,2016-02-19,2016-02-19,1,TRUE,USAMLR
80,2015/16,2016-02-26,2016-02-26,1,TRUE,USAMLR
81,2015/16,2016-03-04,2016-03-04,1,TRUE,USAMLR
82,2015/16,2016-03-11,2016-03-11,1,TRUE,USAMLR
83,2016/17,2016-11-04,2016-11-04,1,TRUE,USAMLR
84,2016/17,2016-11-11,2016-11-11,1,TRUE,USAMLR
85,2016/17,2016-11-18,2016-11-18,1,TRUE,USAMLR
86,2016/17,2016-11-25,2016-11-25,1,TRUE,USAMLR
87,2016/17,2016-12-02,2016-12-02,1,TRUE,USAMLR
88,2016/17,2016-12-09,2016-12-09,1,TRUE,USAMLR
89,2016/17,2016-12-16,2016-12-16,1,TRUE,USAMLR
90,2016/17,2016-12-23,2016-12-23,1,TRUE,USAMLR
91,2016/17,2016-12-30,2016-12-30,1,TRUE,USAMLR
92,2016/17,2017-01-07,2017-01-07,1,TRUE,USAMLR
93,2016/17,2017-01-13,2017-01-13,1,TRUE,USAMLR
94,2016/17,2017-01-20,2017-01-20,1,TRUE,USAMLR
95,2016/17,2017-01-27,2017-01-27,1,TRUE,USAMLR
96,2016/17,2017-02-03,2017-02-03,1,TRUE,USAMLR
97,2016/17,2017-02-10,2017-02-10,1,TRUE,USAMLR
98,2016/17,2017-02-17,2017-02-18,2,TRUE,USAMLR
99,2016/17,2017-02-24,2017-02-24,1,TRUE,USAMLR
100,2016/17,2017-03-03,2017-03-03,1,TRUE,USAMLR
101,2016/17,2017-03-10,2017-03-10,1,TRUE,USAMLR
102,2017/18,2017-11-03,2017-11-03,1,TRUE,USAMLR
103,2017/18,2017-11-10,2017-11-10,1,TRUE,USAMLR
104,2017/18,2017-11-17,2017-11-17,1,TRUE,USAMLR
105,2017/18,2017-11-24,2017-11-24,1,TRUE,USAMLR
106,2017/18,2017-12-01,2017-12-01,1,TRUE,USAMLR
107,2017/18,2017-12-09,2017-12-09,1,TRUE,USAMLR
108,2017/18,2017-12-15,2017-12-15,1,TRUE,USAMLR
109,2017/18,2017-12-22,2017-12-22,1,TRUE,USAMLR
110,2017/18,2017-12-29,2017-12-30,2,TRUE,USAMLR
111,2017/18,2018-01-05,2018-01-05,1,TRUE,USAMLR
112,2017/18,2018-01-13,2018-01-13,1,TRUE,USAMLR
113,2017/18,2018-01-19,2018-01-19,1,TRUE,USAMLR
114,2017/18,2018-01-26,2018-01-26,1,TRUE,USAMLR
115,2017/18,2018-02-02,2018-02-02,1,TRUE,USAMLR
116,2017/18,2018-02-09,2018-02-09,1,TRUE,USAMLR
117,2017/18,2018-02-16,2018-02-16,1,TRUE,USAMLR
118,2017/18,2018-02-23,2018-02-23,1,TRUE,USAMLR
119,2017/18,2018-03-02,2018-03-02,1,TRUE,USAMLR
120,2017/18,2018-03-09,2018-03-09,1,TRUE,USAMLR
121,2018/19,2018-12-21,2018-12-21,1,FALSE,USAMLR
122,2018/19,2018-12-28,2018-12-28,1,TRUE,USAMLR
123,2018/19,2019-01-04,2019-01-04,1,TRUE,USAMLR
124,2018/19,2019-01-11,2019-01-11,1,TRUE,USAMLR
125,2018/19,2019-01-18,2019-01-18,1,TRUE,USAMLR
126,2018/19,2019-01-25,2019-01-25,1,TRUE,USAMLR
127,2018/19,2019-02-01,2019-02-01,1,TRUE,USAMLR
128,2018/19,2019-02-08,2019-02-08,1,TRUE,USAMLR
129,2018/19,2019-02-15,2019-02-15,1,TRUE,USAMLR
130,2018/19,2019-02-22,2019-02-22,1,TRUE,USAMLR
131,2018/19,2019-03-01,2019-03-01,1,TRUE,USAMLR
132,2018/19,2019-03-08,2019-03-08,1,TRUE,USAMLR
133,2019/20,2019-12-13,2019-12-13,1,FALSE,USAMLR
134,2019/20,2019-12-20,2019-12-20,1,TRUE,USAMLR
135,2019/20,2019-12-27,2019-12-27,1,TRUE,USAMLR
136,2019/20,2020-01-03,2020-01-03,1,TRUE,USAMLR
137,2019/20,2020-01-10,2020-01-10,1,TRUE,USAMLR
138,2019/20,2020-01-17,2020-01-17,1,TRUE,USAMLR
139,2019/20,2020-01-24,2020-01-24,1,TRUE,USAMLR
140,2019/20,2020-01-31,2020-01-31,1,TRUE,USAMLR
141,2019/20,2020-02-07,2020-02-07,1,TRUE,USAMLR
142,2019/20,2020-02-14,2020-02-14,1,TRUE,USAMLR
143,2019/20,2020-02-21,2020-02-21,1,TRUE,USAMLR
144,2019/20,2020-02-28,2020-02-28,1,TRUE,USAMLR
145,2019/20,2020-03-06,2020-03-06,1,TRUE,USAMLR
146,2021/22,2021-11-26,2021-11-26,1,TRUE,USAMLR
147,2021/22,2021-12-02,2021-12-02,1,TRUE,USAMLR
148,2021/22,2021-12-10,2021-12-10,1,TRUE,USAMLR
175,2022/23,2022-12-03,2022-12-03,1,TRUE,USAMLR
176,2022/23,2022-12-09,2022-12-09,1,TRUE,USAMLR
177,2022/23,2022-12-16,2022-12-16,1,TRUE,USAMLR
178,2022/23,2022-12-30,2022-12-31,2,TRUE,USAMLR
179,2022/23,2023-01-06,2023-01-06,1,TRUE,USAMLR
180,2022/23,2023-01-13,2023-01-13,1,TRUE,USAMLR
181,2022/23,2023-01-20,2023-01-20,1,TRUE,USAMLR
182,2022/23,2023-01-27,2023-01-27,1,TRUE,USAMLR
183,2022/23,2023-02-03,2023-02-03,1,TRUE,USAMLR
184,2022/23,2023-02-10,2023-02-10,1,TRUE,USAMLR
285,2023/24,2023-12-10,2023-12-11,2,TRUE,USAMLR
287,2023/24,2023-12-15,2023-12-15,1,TRUE,USAMLR
288,2023/24,2023-12-22,2023-12-22,1,TRUE,USAMLR
1288,2023/24,2023-12-30,2023-12-30,1,TRUE,USAMLR
1289,2023/24,2024-01-05,2024-01-05,1,TRUE,USAMLR
1290,2023/24,2024-01-12,2024-01-12,1,TRUE,USAMLR
1291,2023/24,2024-01-19,2024-01-19,1,TRUE,USAMLR
1292,2023/24,2024-01-27,2024-01-27,1,TRUE,USAMLR
1293,2023/24,2024-02-02,2024-02-03,2,TRUE,USAMLR
1294,2023/24,2024-02-09,2024-02-09,1,TRUE,USAMLR
1295,2023/24,2024-02-16,2024-02-16,1,TRUE,USAMLR
